"number_past_order","time_web","voucher","past_spend","ad_channel","revenue","ad_channel_label","voucher_label"
1,133,"0",3,"1",58,"No Advertisement","No Voucher"
0,139,"0",0,"1",69,"No Advertisement","No Voucher"
0,146,"0",0,"3",41,"SEO (Organic)","No Voucher"
2,99,"0",32,"4",53,"Online Display Ads","No Voucher"
0,126,"0",0,"4",55,"Online Display Ads","No Voucher"
2,134,"0",36,"1",69,"No Advertisement","No Voucher"
0,128,"0",0,"3",53,"SEO (Organic)","No Voucher"
1,151,"1",12,"2",80,"Paid Search","Voucher Applied"
2,153,"0",12,"1",65,"No Advertisement","No Voucher"
1,111,"0",6,"2",60,"Paid Search","No Voucher"
3,149,"0",27,"3",69,"SEO (Organic)","No Voucher"
2,129,"0",30,"4",53,"Online Display Ads","No Voucher"
1,127,"0",16,"1",47,"No Advertisement","No Voucher"
1,113,"0",11,"1",60,"No Advertisement","No Voucher"
0,138,"0",0,"1",61,"No Advertisement","No Voucher"
1,114,"0",38,"2",73,"Paid Search","No Voucher"
1,115,"0",14,"3",58,"SEO (Organic)","No Voucher"
2,106,"0",12,"1",52,"No Advertisement","No Voucher"
1,133,"1",11,"3",47,"SEO (Organic)","Voucher Applied"
2,161,"0",2,"1",79,"No Advertisement","No Voucher"
1,127,"0",1,"1",59,"No Advertisement","No Voucher"
0,100,"0",0,"1",37,"No Advertisement","No Voucher"
1,123,"0",1,"4",52,"Online Display Ads","No Voucher"
1,94,"1",33,"1",29,"No Advertisement","Voucher Applied"
1,103,"0",2,"1",46,"No Advertisement","No Voucher"
1,140,"1",29,"1",76,"No Advertisement","Voucher Applied"
1,93,"0",5,"2",47,"Paid Search","No Voucher"
1,92,"0",10,"4",44,"Online Display Ads","No Voucher"
1,116,"0",6,"2",47,"Paid Search","No Voucher"
1,114,"1",1,"3",55,"SEO (Organic)","Voucher Applied"
0,114,"0",0,"3",43,"SEO (Organic)","No Voucher"
0,135,"0",0,"1",63,"No Advertisement","No Voucher"
1,129,"0",20,"1",44,"No Advertisement","No Voucher"
1,111,"0",2,"1",46,"No Advertisement","No Voucher"
2,138,"0",52,"1",80,"No Advertisement","No Voucher"
0,108,"0",0,"1",42,"No Advertisement","No Voucher"
0,103,"1",0,"1",71,"No Advertisement","Voucher Applied"
0,139,"0",0,"3",71,"SEO (Organic)","No Voucher"
1,86,"0",21,"4",56,"Online Display Ads","No Voucher"
0,155,"0",0,"1",46,"No Advertisement","No Voucher"
0,106,"0",0,"4",37,"Online Display Ads","No Voucher"
2,139,"0",28,"4",45,"Online Display Ads","No Voucher"
1,118,"1",19,"1",39,"No Advertisement","Voucher Applied"
0,113,"0",0,"4",51,"Online Display Ads","No Voucher"
1,120,"0",6,"1",47,"No Advertisement","No Voucher"
0,111,"0",0,"1",49,"No Advertisement","No Voucher"
0,142,"0",0,"1",55,"No Advertisement","No Voucher"
1,121,"0",5,"1",57,"No Advertisement","No Voucher"
0,145,"0",0,"4",54,"Online Display Ads","No Voucher"
1,103,"0",16,"3",54,"SEO (Organic)","No Voucher"
1,96,"0",5,"3",47,"SEO (Organic)","No Voucher"
1,124,"1",13,"1",51,"No Advertisement","Voucher Applied"
0,131,"0",0,"4",62,"Online Display Ads","No Voucher"
0,137,"0",0,"4",71,"Online Display Ads","No Voucher"
1,118,"0",4,"3",63,"SEO (Organic)","No Voucher"
2,76,"0",22,"3",35,"SEO (Organic)","No Voucher"
1,141,"0",28,"2",54,"Paid Search","No Voucher"
1,157,"0",20,"3",80,"SEO (Organic)","No Voucher"
0,149,"0",0,"2",54,"Paid Search","No Voucher"
0,125,"1",0,"2",65,"Paid Search","Voucher Applied"
0,126,"0",0,"1",72,"No Advertisement","No Voucher"
1,147,"0",15,"1",65,"No Advertisement","No Voucher"
0,96,"0",0,"1",50,"No Advertisement","No Voucher"
1,120,"1",10,"2",51,"Paid Search","Voucher Applied"
0,156,"0",0,"1",61,"No Advertisement","No Voucher"
2,154,"1",8,"2",73,"Paid Search","Voucher Applied"
0,113,"0",0,"2",74,"Paid Search","No Voucher"
1,124,"0",9,"2",58,"Paid Search","No Voucher"
0,134,"1",0,"2",61,"Paid Search","Voucher Applied"
1,101,"0",20,"4",45,"Online Display Ads","No Voucher"
2,148,"0",18,"1",74,"No Advertisement","No Voucher"
1,73,"0",3,"1",38,"No Advertisement","No Voucher"
0,125,"0",0,"1",60,"No Advertisement","No Voucher"
2,114,"0",36,"1",40,"No Advertisement","No Voucher"
0,108,"0",0,"1",45,"No Advertisement","No Voucher"
2,149,"0",26,"1",58,"No Advertisement","No Voucher"
0,155,"0",0,"3",65,"SEO (Organic)","No Voucher"
1,71,"1",21,"2",37,"Paid Search","Voucher Applied"
1,104,"0",4,"1",46,"No Advertisement","No Voucher"
0,106,"1",0,"2",69,"Paid Search","Voucher Applied"
3,139,"1",21,"3",65,"SEO (Organic)","Voucher Applied"
1,71,"0",9,"1",36,"No Advertisement","No Voucher"
1,130,"0",10,"1",51,"No Advertisement","No Voucher"
0,159,"0",0,"4",79,"Online Display Ads","No Voucher"
1,123,"0",15,"1",72,"No Advertisement","No Voucher"
2,107,"1",4,"3",42,"SEO (Organic)","Voucher Applied"
2,113,"0",6,"1",51,"No Advertisement","No Voucher"
1,151,"0",13,"2",49,"Paid Search","No Voucher"
0,111,"0",0,"2",58,"Paid Search","No Voucher"
0,102,"0",0,"1",49,"No Advertisement","No Voucher"
1,125,"0",7,"1",57,"No Advertisement","No Voucher"
2,150,"0",40,"1",77,"No Advertisement","No Voucher"
1,138,"0",6,"2",67,"Paid Search","No Voucher"
2,131,"0",28,"2",46,"Paid Search","No Voucher"
1,131,"0",3,"1",52,"No Advertisement","No Voucher"
0,110,"0",0,"1",41,"No Advertisement","No Voucher"
1,136,"1",12,"2",79,"Paid Search","Voucher Applied"
1,118,"0",22,"1",48,"No Advertisement","No Voucher"
0,146,"1",0,"2",57,"Paid Search","Voucher Applied"
0,88,"0",0,"1",43,"No Advertisement","No Voucher"
0,163,"0",0,"3",68,"SEO (Organic)","No Voucher"
1,91,"0",11,"1",41,"No Advertisement","No Voucher"
1,130,"0",4,"3",56,"SEO (Organic)","No Voucher"
1,82,"0",29,"4",57,"Online Display Ads","No Voucher"
0,120,"0",0,"3",46,"SEO (Organic)","No Voucher"
1,142,"0",15,"4",71,"Online Display Ads","No Voucher"
0,76,"0",0,"2",52,"Paid Search","No Voucher"
2,150,"0",16,"1",67,"No Advertisement","No Voucher"
2,89,"1",36,"1",60,"No Advertisement","Voucher Applied"
1,137,"0",14,"4",62,"Online Display Ads","No Voucher"
1,125,"0",18,"3",45,"SEO (Organic)","No Voucher"
1,87,"0",9,"1",38,"No Advertisement","No Voucher"
0,148,"1",0,"1",82,"No Advertisement","Voucher Applied"
2,113,"0",44,"4",53,"Online Display Ads","No Voucher"
0,102,"0",0,"2",54,"Paid Search","No Voucher"
0,45,"0",0,"4",44,"Online Display Ads","No Voucher"
0,133,"1",0,"3",71,"SEO (Organic)","Voucher Applied"
2,128,"0",22,"4",54,"Online Display Ads","No Voucher"
1,102,"0",26,"1",59,"No Advertisement","No Voucher"
0,116,"0",0,"2",38,"Paid Search","No Voucher"
2,108,"0",16,"1",46,"No Advertisement","No Voucher"
1,128,"0",6,"2",60,"Paid Search","No Voucher"
1,94,"0",17,"2",31,"Paid Search","No Voucher"
1,132,"0",27,"1",46,"No Advertisement","No Voucher"
0,146,"0",0,"3",52,"SEO (Organic)","No Voucher"
1,104,"0",34,"1",74,"No Advertisement","No Voucher"
1,95,"0",32,"3",31,"SEO (Organic)","No Voucher"
0,101,"0",0,"3",66,"SEO (Organic)","No Voucher"
0,142,"1",0,"3",61,"SEO (Organic)","Voucher Applied"
1,143,"1",9,"2",70,"Paid Search","Voucher Applied"
1,118,"0",2,"2",50,"Paid Search","No Voucher"
0,154,"0",0,"4",74,"Online Display Ads","No Voucher"
1,113,"0",20,"3",69,"SEO (Organic)","No Voucher"
1,124,"1",8,"3",54,"SEO (Organic)","Voucher Applied"
1,144,"0",13,"1",62,"No Advertisement","No Voucher"
2,129,"0",22,"2",55,"Paid Search","No Voucher"
1,124,"0",15,"4",59,"Online Display Ads","No Voucher"
1,142,"0",20,"1",49,"No Advertisement","No Voucher"
1,90,"0",3,"1",42,"No Advertisement","No Voucher"
1,22,"1",5,"1",29,"No Advertisement","Voucher Applied"
0,106,"0",0,"1",47,"No Advertisement","No Voucher"
1,113,"0",3,"1",53,"No Advertisement","No Voucher"
1,146,"0",2,"4",59,"Online Display Ads","No Voucher"
0,104,"0",0,"4",48,"Online Display Ads","No Voucher"
3,148,"0",51,"3",79,"SEO (Organic)","No Voucher"
0,95,"0",0,"1",53,"No Advertisement","No Voucher"
1,117,"0",1,"4",50,"Online Display Ads","No Voucher"
1,95,"0",26,"1",34,"No Advertisement","No Voucher"
1,135,"0",3,"4",63,"Online Display Ads","No Voucher"
0,61,"0",0,"2",39,"Paid Search","No Voucher"
1,115,"1",5,"1",52,"No Advertisement","Voucher Applied"
0,124,"0",0,"3",70,"SEO (Organic)","No Voucher"
2,107,"0",14,"1",40,"No Advertisement","No Voucher"
1,70,"1",19,"1",58,"No Advertisement","Voucher Applied"
0,115,"1",0,"1",63,"No Advertisement","Voucher Applied"
2,146,"0",26,"1",68,"No Advertisement","No Voucher"
0,139,"0",0,"3",59,"SEO (Organic)","No Voucher"
0,142,"0",0,"1",64,"No Advertisement","No Voucher"
1,72,"0",12,"1",51,"No Advertisement","No Voucher"
0,79,"0",0,"1",40,"No Advertisement","No Voucher"
1,128,"0",20,"3",66,"SEO (Organic)","No Voucher"
1,119,"0",6,"2",52,"Paid Search","No Voucher"
1,92,"0",3,"2",46,"Paid Search","No Voucher"
1,118,"0",10,"4",48,"Online Display Ads","No Voucher"
1,145,"0",22,"1",50,"No Advertisement","No Voucher"
1,124,"0",20,"2",42,"Paid Search","No Voucher"
1,137,"0",35,"1",90,"No Advertisement","No Voucher"
0,117,"0",0,"1",49,"No Advertisement","No Voucher"
0,121,"1",0,"1",50,"No Advertisement","Voucher Applied"
1,104,"0",7,"3",60,"SEO (Organic)","No Voucher"
0,116,"0",0,"4",41,"Online Display Ads","No Voucher"
1,139,"0",33,"4",81,"Online Display Ads","No Voucher"
2,121,"1",32,"4",43,"Online Display Ads","Voucher Applied"
1,153,"0",4,"1",66,"No Advertisement","No Voucher"
0,146,"0",0,"1",64,"No Advertisement","No Voucher"
1,161,"1",2,"2",81,"Paid Search","Voucher Applied"
1,127,"0",16,"3",48,"SEO (Organic)","No Voucher"
2,120,"1",34,"1",46,"No Advertisement","Voucher Applied"
0,122,"0",0,"1",53,"No Advertisement","No Voucher"
0,153,"0",0,"1",82,"No Advertisement","No Voucher"
0,133,"0",0,"3",64,"SEO (Organic)","No Voucher"
3,122,"0",63,"2",37,"Paid Search","No Voucher"
1,118,"0",18,"1",36,"No Advertisement","No Voucher"
1,121,"0",13,"1",51,"No Advertisement","No Voucher"
1,140,"0",2,"1",68,"No Advertisement","No Voucher"
0,147,"0",0,"3",62,"SEO (Organic)","No Voucher"
1,153,"1",5,"3",59,"SEO (Organic)","Voucher Applied"
1,126,"0",15,"2",64,"Paid Search","No Voucher"
2,113,"0",40,"1",62,"No Advertisement","No Voucher"
2,154,"0",16,"2",71,"Paid Search","No Voucher"
1,129,"0",16,"1",67,"No Advertisement","No Voucher"
0,132,"0",0,"4",59,"Online Display Ads","No Voucher"
1,140,"0",16,"3",52,"SEO (Organic)","No Voucher"
0,144,"0",0,"4",68,"Online Display Ads","No Voucher"
1,127,"0",10,"1",59,"No Advertisement","No Voucher"
1,96,"0",25,"1",54,"No Advertisement","No Voucher"
1,142,"0",1,"2",70,"Paid Search","No Voucher"
0,90,"0",0,"4",41,"Online Display Ads","No Voucher"
1,147,"0",2,"1",69,"No Advertisement","No Voucher"
1,127,"0",4,"1",61,"No Advertisement","No Voucher"
1,68,"0",6,"2",38,"Paid Search","No Voucher"
1,155,"1",5,"1",79,"No Advertisement","Voucher Applied"
0,106,"0",0,"4",48,"Online Display Ads","No Voucher"
2,156,"0",14,"1",70,"No Advertisement","No Voucher"
1,115,"0",2,"4",50,"Online Display Ads","No Voucher"
0,157,"0",0,"4",65,"Online Display Ads","No Voucher"
1,140,"0",19,"4",55,"Online Display Ads","No Voucher"
0,84,"0",0,"4",26,"Online Display Ads","No Voucher"
2,128,"0",42,"1",66,"No Advertisement","No Voucher"
0,125,"0",0,"4",75,"Online Display Ads","No Voucher"
0,140,"1",0,"2",64,"Paid Search","Voucher Applied"
0,135,"1",0,"1",73,"No Advertisement","Voucher Applied"
1,125,"0",3,"1",62,"No Advertisement","No Voucher"
2,148,"1",58,"3",80,"SEO (Organic)","Voucher Applied"
0,97,"0",0,"3",56,"SEO (Organic)","No Voucher"
1,142,"0",14,"1",72,"No Advertisement","No Voucher"
0,126,"0",0,"1",47,"No Advertisement","No Voucher"
0,140,"0",0,"4",57,"Online Display Ads","No Voucher"
1,121,"0",27,"1",34,"No Advertisement","No Voucher"
1,129,"0",27,"3",43,"SEO (Organic)","No Voucher"
0,64,"0",0,"1",52,"No Advertisement","No Voucher"
3,11,"0",42,"4",27,"Online Display Ads","No Voucher"
0,112,"0",0,"1",50,"No Advertisement","No Voucher"
1,133,"0",4,"4",55,"Online Display Ads","No Voucher"
0,130,"0",0,"1",60,"No Advertisement","No Voucher"
1,145,"1",14,"4",57,"Online Display Ads","Voucher Applied"
0,101,"0",0,"1",38,"No Advertisement","No Voucher"
1,128,"0",3,"1",58,"No Advertisement","No Voucher"
0,116,"0",0,"2",66,"Paid Search","No Voucher"
2,102,"0",12,"3",45,"SEO (Organic)","No Voucher"
0,115,"0",0,"1",58,"No Advertisement","No Voucher"
1,105,"1",6,"2",44,"Paid Search","Voucher Applied"
1,136,"0",13,"1",68,"No Advertisement","No Voucher"
1,95,"1",24,"1",54,"No Advertisement","Voucher Applied"
1,139,"0",19,"3",81,"SEO (Organic)","No Voucher"
1,148,"0",9,"1",58,"No Advertisement","No Voucher"
1,151,"0",6,"1",62,"No Advertisement","No Voucher"
1,158,"0",22,"1",88,"No Advertisement","No Voucher"
0,138,"0",0,"1",54,"No Advertisement","No Voucher"
1,91,"0",11,"2",43,"Paid Search","No Voucher"
0,130,"0",0,"2",53,"Paid Search","No Voucher"
1,100,"0",9,"4",37,"Online Display Ads","No Voucher"
0,145,"1",0,"3",50,"SEO (Organic)","Voucher Applied"
0,147,"0",0,"2",51,"Paid Search","No Voucher"
0,110,"0",0,"4",60,"Online Display Ads","No Voucher"
2,70,"0",42,"3",57,"SEO (Organic)","No Voucher"
1,138,"1",1,"3",66,"SEO (Organic)","Voucher Applied"
1,137,"1",21,"1",47,"No Advertisement","Voucher Applied"
2,105,"0",28,"1",43,"No Advertisement","No Voucher"
2,140,"0",42,"2",67,"Paid Search","No Voucher"
1,148,"0",6,"1",66,"No Advertisement","No Voucher"
0,143,"0",0,"3",71,"SEO (Organic)","No Voucher"
1,139,"0",20,"2",70,"Paid Search","No Voucher"
1,113,"1",8,"3",54,"SEO (Organic)","Voucher Applied"
1,121,"0",3,"2",59,"Paid Search","No Voucher"
0,145,"0",0,"1",60,"No Advertisement","No Voucher"
2,155,"1",18,"4",64,"Online Display Ads","Voucher Applied"
1,53,"0",20,"1",30,"No Advertisement","No Voucher"
0,144,"0",0,"1",55,"No Advertisement","No Voucher"
0,128,"0",0,"1",67,"No Advertisement","No Voucher"
2,16,"0",8,"1",33,"No Advertisement","No Voucher"
0,110,"0",0,"4",55,"Online Display Ads","No Voucher"
1,140,"0",2,"1",61,"No Advertisement","No Voucher"
0,131,"0",0,"2",63,"Paid Search","No Voucher"
1,136,"0",19,"1",48,"No Advertisement","No Voucher"
0,118,"0",0,"2",51,"Paid Search","No Voucher"
0,92,"0",0,"1",41,"No Advertisement","No Voucher"
0,91,"0",0,"1",36,"No Advertisement","No Voucher"
0,132,"0",0,"4",44,"Online Display Ads","No Voucher"
1,153,"0",14,"4",58,"Online Display Ads","No Voucher"
0,109,"0",0,"2",47,"Paid Search","No Voucher"
2,98,"1",16,"4",46,"Online Display Ads","Voucher Applied"
1,128,"0",6,"4",62,"Online Display Ads","No Voucher"
2,136,"1",14,"1",54,"No Advertisement","Voucher Applied"
2,148,"0",32,"3",76,"SEO (Organic)","No Voucher"
1,105,"0",34,"1",68,"No Advertisement","No Voucher"
1,119,"0",13,"1",54,"No Advertisement","No Voucher"
0,116,"0",0,"2",47,"Paid Search","No Voucher"
0,102,"1",0,"3",37,"SEO (Organic)","Voucher Applied"
1,92,"0",15,"4",50,"Online Display Ads","No Voucher"
1,162,"1",14,"1",78,"No Advertisement","Voucher Applied"
1,130,"0",4,"4",43,"Online Display Ads","No Voucher"
1,145,"0",3,"3",66,"SEO (Organic)","No Voucher"
1,130,"0",4,"2",59,"Paid Search","No Voucher"
2,55,"0",10,"1",41,"No Advertisement","No Voucher"
0,133,"0",0,"2",37,"Paid Search","No Voucher"
0,146,"0",0,"1",56,"No Advertisement","No Voucher"
1,99,"0",14,"1",52,"No Advertisement","No Voucher"
0,70,"0",0,"2",26,"Paid Search","No Voucher"
0,129,"0",0,"1",62,"No Advertisement","No Voucher"
0,118,"0",0,"1",41,"No Advertisement","No Voucher"
0,127,"0",0,"4",63,"Online Display Ads","No Voucher"
1,142,"0",6,"4",60,"Online Display Ads","No Voucher"
1,131,"0",15,"1",53,"No Advertisement","No Voucher"
0,101,"0",0,"1",72,"No Advertisement","No Voucher"
0,139,"0",0,"2",67,"Paid Search","No Voucher"
1,118,"1",8,"1",52,"No Advertisement","Voucher Applied"
2,139,"0",44,"2",50,"Paid Search","No Voucher"
0,89,"0",0,"2",33,"Paid Search","No Voucher"
1,67,"0",9,"3",37,"SEO (Organic)","No Voucher"
1,105,"0",8,"1",51,"No Advertisement","No Voucher"
0,111,"1",0,"1",29,"No Advertisement","Voucher Applied"
0,143,"1",0,"1",79,"No Advertisement","Voucher Applied"
1,131,"0",6,"4",52,"Online Display Ads","No Voucher"
0,104,"0",0,"1",56,"No Advertisement","No Voucher"
0,117,"0",0,"1",45,"No Advertisement","No Voucher"
1,114,"1",19,"1",26,"No Advertisement","Voucher Applied"
2,152,"0",12,"1",57,"No Advertisement","No Voucher"
1,87,"0",12,"1",46,"No Advertisement","No Voucher"
0,84,"1",0,"1",39,"No Advertisement","Voucher Applied"
1,149,"0",13,"3",67,"SEO (Organic)","No Voucher"
0,157,"0",0,"1",70,"No Advertisement","No Voucher"
1,159,"0",7,"3",68,"SEO (Organic)","No Voucher"
0,110,"0",0,"3",53,"SEO (Organic)","No Voucher"
1,154,"0",15,"1",73,"No Advertisement","No Voucher"
1,112,"0",5,"4",52,"Online Display Ads","No Voucher"
1,123,"0",6,"3",60,"SEO (Organic)","No Voucher"
2,113,"0",32,"3",43,"SEO (Organic)","No Voucher"
2,141,"0",18,"3",68,"SEO (Organic)","No Voucher"
1,163,"0",18,"1",67,"No Advertisement","No Voucher"
1,108,"0",5,"1",47,"No Advertisement","No Voucher"
1,112,"0",6,"1",55,"No Advertisement","No Voucher"
0,121,"1",0,"1",64,"No Advertisement","Voucher Applied"
2,132,"0",12,"3",57,"SEO (Organic)","No Voucher"
0,168,"0",0,"2",7,"Paid Search","No Voucher"
0,144,"0",0,"2",54,"Paid Search","No Voucher"
1,100,"0",18,"2",48,"Paid Search","No Voucher"
2,144,"0",8,"1",71,"No Advertisement","No Voucher"
1,111,"0",5,"1",49,"No Advertisement","No Voucher"
0,139,"0",0,"1",73,"No Advertisement","No Voucher"
1,100,"1",10,"1",46,"No Advertisement","Voucher Applied"
2,117,"0",52,"3",64,"SEO (Organic)","No Voucher"
1,143,"0",2,"2",65,"Paid Search","No Voucher"
0,152,"0",0,"3",50,"SEO (Organic)","No Voucher"
0,156,"1",0,"1",59,"No Advertisement","Voucher Applied"
0,123,"0",0,"3",52,"SEO (Organic)","No Voucher"
2,150,"0",32,"2",49,"Paid Search","No Voucher"
1,132,"0",16,"4",42,"Online Display Ads","No Voucher"
1,153,"0",12,"3",75,"SEO (Organic)","No Voucher"
0,117,"0",0,"4",51,"Online Display Ads","No Voucher"
0,131,"0",0,"1",60,"No Advertisement","No Voucher"
1,80,"0",13,"2",47,"Paid Search","No Voucher"
1,140,"0",16,"1",71,"No Advertisement","No Voucher"
0,137,"0",0,"2",61,"Paid Search","No Voucher"
1,119,"0",9,"1",45,"No Advertisement","No Voucher"
1,106,"0",11,"1",44,"No Advertisement","No Voucher"
1,123,"0",26,"1",46,"No Advertisement","No Voucher"
0,124,"0",0,"1",34,"No Advertisement","No Voucher"
1,104,"0",7,"1",43,"No Advertisement","No Voucher"
2,148,"0",28,"4",54,"Online Display Ads","No Voucher"
0,130,"0",0,"2",55,"Paid Search","No Voucher"
0,129,"0",0,"2",63,"Paid Search","No Voucher"
1,117,"1",24,"2",37,"Paid Search","Voucher Applied"
2,134,"0",4,"4",58,"Online Display Ads","No Voucher"
2,122,"0",46,"1",66,"No Advertisement","No Voucher"
0,145,"0",0,"2",64,"Paid Search","No Voucher"
0,165,"0",0,"1",80,"No Advertisement","No Voucher"
1,133,"1",2,"4",58,"Online Display Ads","Voucher Applied"
2,125,"0",22,"1",49,"No Advertisement","No Voucher"
1,149,"0",14,"1",68,"No Advertisement","No Voucher"
1,104,"0",6,"4",47,"Online Display Ads","No Voucher"
0,153,"0",0,"1",77,"No Advertisement","No Voucher"
1,109,"0",2,"3",49,"SEO (Organic)","No Voucher"
0,146,"0",0,"4",90,"Online Display Ads","No Voucher"
0,126,"0",0,"3",50,"SEO (Organic)","No Voucher"
1,156,"0",12,"1",72,"No Advertisement","No Voucher"
0,138,"0",0,"2",72,"Paid Search","No Voucher"
0,134,"1",0,"4",66,"Online Display Ads","Voucher Applied"
0,135,"0",0,"2",56,"Paid Search","No Voucher"
1,158,"0",5,"4",64,"Online Display Ads","No Voucher"
1,143,"0",10,"1",71,"No Advertisement","No Voucher"
0,106,"1",0,"3",73,"SEO (Organic)","Voucher Applied"
0,147,"0",0,"1",58,"No Advertisement","No Voucher"
0,115,"0",0,"3",48,"SEO (Organic)","No Voucher"
1,141,"0",10,"4",52,"Online Display Ads","No Voucher"
0,120,"0",0,"3",57,"SEO (Organic)","No Voucher"
1,111,"0",27,"1",35,"No Advertisement","No Voucher"
1,135,"0",7,"2",59,"Paid Search","No Voucher"
1,116,"0",27,"2",52,"Paid Search","No Voucher"
0,105,"0",0,"1",30,"No Advertisement","No Voucher"
1,125,"0",6,"3",57,"SEO (Organic)","No Voucher"
2,95,"0",34,"2",35,"Paid Search","No Voucher"
0,120,"1",0,"4",46,"Online Display Ads","Voucher Applied"
0,88,"0",0,"1",50,"No Advertisement","No Voucher"
1,113,"0",34,"4",20,"Online Display Ads","No Voucher"
0,146,"0",0,"1",75,"No Advertisement","No Voucher"
2,136,"0",26,"3",50,"SEO (Organic)","No Voucher"
0,142,"0",0,"1",67,"No Advertisement","No Voucher"
2,122,"0",2,"1",54,"No Advertisement","No Voucher"
2,119,"0",38,"3",61,"SEO (Organic)","No Voucher"
1,135,"0",1,"2",59,"Paid Search","No Voucher"
0,147,"0",0,"3",52,"SEO (Organic)","No Voucher"
1,114,"0",6,"1",45,"No Advertisement","No Voucher"
0,162,"0",0,"1",77,"No Advertisement","No Voucher"
2,101,"0",6,"2",41,"Paid Search","No Voucher"
1,105,"0",2,"2",48,"Paid Search","No Voucher"
1,101,"0",9,"3",43,"SEO (Organic)","No Voucher"
1,166,"0",4,"1",73,"No Advertisement","No Voucher"
0,143,"0",0,"1",54,"No Advertisement","No Voucher"
2,77,"0",54,"1",20,"No Advertisement","No Voucher"
1,121,"1",12,"2",42,"Paid Search","Voucher Applied"
1,117,"0",10,"4",35,"Online Display Ads","No Voucher"
2,181,"0",66,"1",100,"No Advertisement","No Voucher"
1,130,"0",47,"3",34,"SEO (Organic)","No Voucher"
0,135,"0",0,"3",62,"SEO (Organic)","No Voucher"
1,97,"0",13,"3",44,"SEO (Organic)","No Voucher"
0,121,"0",0,"1",49,"No Advertisement","No Voucher"
1,141,"0",5,"3",55,"SEO (Organic)","No Voucher"
1,90,"0",1,"1",41,"No Advertisement","No Voucher"
0,108,"0",0,"3",61,"SEO (Organic)","No Voucher"
1,118,"1",9,"2",48,"Paid Search","Voucher Applied"
0,152,"0",0,"2",76,"Paid Search","No Voucher"
2,128,"0",44,"1",58,"No Advertisement","No Voucher"
2,148,"0",34,"1",64,"No Advertisement","No Voucher"
0,72,"0",0,"1",65,"No Advertisement","No Voucher"
1,136,"1",9,"1",56,"No Advertisement","Voucher Applied"
